emp_no,first_name,last_name,title,to_date,dept_no,dept_name
269196,Yonghoan,Schlenzig,Senior Staff,9999-01-01,d009,Customer Service
269197,Kiyokazu,Undy,Senior Engineer,9999-01-01,d005,Development
269233,Jahangir,Redmiles,Senior Staff,9999-01-01,d003,Human Resources
269241,Zhiguo,Kuzuoka,Senior Engineer,9999-01-01,d004,Production
269253,Feipei,Rusmann,Senior Engineer,9999-01-01,d004,Production
269257,Sivanarayana,Tibblin,Staff,9999-01-01,d009,Customer Service
269290,Mohan,Seuren,Senior Engineer,9999-01-01,d005,Development
269296,Genevieve,Budinsky,Senior Staff,9999-01-01,d009,Customer Service
269330,Mooi,Lichtner,Senior Staff,9999-01-01,d001,Marketing
269338,Kazunori,Merli,Senior Engineer,9999-01-01,d004,Production
269394,Teiji,Noriega,Assistant Engineer,9999-01-01,d005,Development
269428,Tesuya,Lagarias,Senior Engineer,9999-01-01,d005,Development
269439,Kerryn,Billingsley,Senior Staff,9999-01-01,d009,Customer Service
269440,Paraskevi,Otillio,Engineer,9999-01-01,d005,Development
269443,Ute,Schaad,Engineer,9999-01-01,d005,Development
269446,Leif,Merel,Senior Staff,9999-01-01,d003,Human Resources
269458,Alois,Ligten,Senior Engineer,9999-01-01,d005,Development
269462,Basem,Zlotek,Senior Engineer,9999-01-01,d004,Production
269477,Insup,Bahi,Staff,9999-01-01,d003,Human Resources
269495,King,Androutsos,Senior Staff,9999-01-01,d001,Marketing
269500,Dung,Ramsak,Senior Engineer,9999-01-01,d005,Development
269524,Margo,Zongker,Senior Engineer,9999-01-01,d005,Development
269526,Gopalakrishnan,Oaver,Senior Staff,9999-01-01,d002,Finance
269529,Phule,Choobineh,Staff,9999-01-01,d009,Customer Service
269541,Jaewon,Compeau,Senior Engineer,9999-01-01,d005,Development
269550,Mohammad,Berztiss,Engineer,9999-01-01,d008,Research
269557,Khedija,Ranon,Senior Engineer,9999-01-01,d005,Development
269572,Richara,Leslie,Senior Staff,9999-01-01,d008,Research
269576,Odoardo,Herath,Staff,9999-01-01,d002,Finance
269581,Tonny,Hasenauer,Senior Staff,9999-01-01,d001,Marketing
269594,Domenick,Lund,Senior Engineer,9999-01-01,d004,Production
269621,Mohan,Preusig,Senior Engineer,9999-01-01,d005,Development
269639,Georg,Rousseau,Engineer,9999-01-01,d005,Development
269641,Ymte,Lamma,Senior Engineer,9999-01-01,d005,Development
269668,Erez,Egerstedt,Senior Engineer,9999-01-01,d004,Production
269692,Nevio,Valette,Senior Staff,9999-01-01,d008,Research
269695,Slavian,Kadhim,Technique Leader,9999-01-01,d004,Production
269720,Perla,Penttonen,Senior Engineer,9999-01-01,d005,Development
269779,Kazuhisa,Syang,Senior Engineer,9999-01-01,d005,Development
269788,Tonny,Barreiro,Engineer,9999-01-01,d004,Production
269792,Gopalakrishnan,Lorcy,Senior Staff,9999-01-01,d008,Research
269811,Khoa,Jansch,Senior Staff,9999-01-01,d007,Sales
269817,Shigehito,Savasere,Senior Staff,9999-01-01,d007,Sales
269830,Yaghout,Narahari,Senior Engineer,9999-01-01,d004,Production
269832,Ranan,Zallocco,Senior Engineer,9999-01-01,d004,Production
269834,Wuxu,Erde,Senior Staff,9999-01-01,d007,Sales
269848,Premal,Mayerwieser,Assistant Engineer,9999-01-01,d004,Production
269853,Marsha,Hmelo,Engineer,9999-01-01,d005,Development
269870,Aamer,Soloway,Staff,9999-01-01,d002,Finance
269883,Valdiodio,Lalonde,Senior Staff,9999-01-01,d007,Sales
269893,Tayeb,McAlpine,Senior Staff,9999-01-01,d007,Sales
269911,Yakichi,Lienhardt,Senior Staff,9999-01-01,d001,Marketing
269924,Francoise,Berstel,Senior Staff,9999-01-01,d007,Sales
269976,Marko,Ghemri,Senior Staff,9999-01-01,d007,Sales
269985,Mingsen,Kriebel,Senior Staff,9999-01-01,d007,Sales
270008,Tetsushi,England,Senior Engineer,9999-01-01,d006,Quality Management
270026,Moss,Ghalwash,Senior Staff,9999-01-01,d001,Marketing
270039,Minghong,Ecklund,Senior Staff,9999-01-01,d007,Sales
270044,Maren,Falck,Senior Engineer,9999-01-01,d005,Development
270052,Sanjay,Serna,Technique Leader,9999-01-01,d008,Research
270058,Oscal,Rodite,Senior Engineer,9999-01-01,d005,Development
270076,Gadiel,Rohrbach,Staff,9999-01-01,d008,Research
270077,Krisda,Hanabata,Senior Engineer,9999-01-01,d005,Development
270094,Jolita,Billawala,Senior Engineer,9999-01-01,d005,Development
270095,JoAnne,Matzov,Senior Engineer,9999-01-01,d005,Development
270103,Edwin,Melski,Senior Engineer,9999-01-01,d004,Production
270121,Kaijung,Ritcey,Senior Staff,9999-01-01,d003,Human Resources
270123,Saeed,Bach,Senior Staff,9999-01-01,d007,Sales
270138,Debatosh,Kawashimo,Senior Engineer,9999-01-01,d005,Development
270154,Perry,Lortz,Senior Engineer,9999-01-01,d005,Development
270170,Martijn,Litzkow,Senior Engineer,9999-01-01,d004,Production
270204,Tadahiro,Pena,Engineer,9999-01-01,d005,Development
270212,Denny,Hinsberger,Senior Engineer,9999-01-01,d005,Development
270219,Yurij,Schlumberger,Senior Engineer,9999-01-01,d004,Production
270228,Boaz,Luca,Senior Staff,9999-01-01,d008,Research
270239,Huican,Haddadi,Senior Staff,9999-01-01,d008,Research
270281,Chinho,Buescher,Senior Engineer,9999-01-01,d008,Research
270303,Shaibal,Biros,Senior Engineer,9999-01-01,d009,Customer Service
270348,Nitsan,Rubsam,Senior Staff,9999-01-01,d003,Human Resources
270354,Tiina,Lovengreen,Senior Engineer,9999-01-01,d006,Quality Management
270362,Satosi,Wursthorn,Senior Engineer,9999-01-01,d006,Quality Management
270364,Anoosh,Pellegrinelli,Engineer,9999-01-01,d004,Production
270389,Zissis,Dayana,Staff,9999-01-01,d001,Marketing
270391,Szabolcs,Kumaresan,Senior Engineer,9999-01-01,d006,Quality Management
270435,Elvis,Leuchs,Staff,9999-01-01,d001,Marketing
270450,Sedat,Biran,Staff,9999-01-01,d008,Research
270533,Roselyn,Standera,Staff,9999-01-01,d009,Customer Service
270564,Abdelaziz,Pearson,Senior Staff,9999-01-01,d003,Human Resources
270579,Godehard,Denna,Senior Engineer,9999-01-01,d004,Production
270589,Jinpo,Blokdijk,Engineer,9999-01-01,d005,Development
270639,Yongdong,Decleir,Senior Engineer,9999-01-01,d006,Quality Management
270651,Amstein,Passino,Senior Engineer,9999-01-01,d006,Quality Management
270655,Terresa,Benveniste,Staff,9999-01-01,d001,Marketing
270659,Jessie,Ranum,Senior Engineer,9999-01-01,d004,Production
270667,Domenico,Schnelling,Senior Staff,9999-01-01,d009,Customer Service
270683,Dzung,Salinas,Engineer,9999-01-01,d005,Development
270700,Duke,Hinsberger,Senior Staff,9999-01-01,d007,Sales
270702,Hailing,Birrer,Senior Staff,9999-01-01,d009,Customer Service
270709,Naraig,Pietracaprina,Senior Engineer,9999-01-01,d004,Production
270730,Rafols,Parascandalo,Staff,9999-01-01,d008,Research
270735,Yucai,Beausoleil,Senior Staff,9999-01-01,d007,Sales
270742,Takahito,Merlo,Senior Engineer,9999-01-01,d004,Production
270766,Jianhao,Cherinka,Senior Staff,9999-01-01,d003,Human Resources
270768,Tuval,Smeets,Senior Engineer,9999-01-01,d004,Production
270783,Aamod,Vilarrasa,Staff,9999-01-01,d008,Research
270785,Yurii,Zaiane,Staff,9999-01-01,d002,Finance
270805,Weidon,Khamsi,Technique Leader,9999-01-01,d005,Development
270818,Moss,Terekhov,Engineer,9999-01-01,d004,Production
270870,Caolyn,Baaleh,Senior Staff,9999-01-01,d002,Finance
270874,Vitaly,Terlouw,Senior Engineer,9999-01-01,d005,Development
270876,Katsuyuki,Grabner,Senior Engineer,9999-01-01,d005,Development
270885,Yuuichi,Veldwijk,Staff,9999-01-01,d003,Human Resources
270906,Raimond,Furedi,Senior Engineer,9999-01-01,d004,Production
270958,Miyeon,Laurillard,Staff,9999-01-01,d009,Customer Service
270987,Goa,Aloisi,Technique Leader,9999-01-01,d004,Production
271019,Mitchel,Geffroy,Senior Staff,9999-01-01,d003,Human Resources
271026,Zongyan,Otillio,Staff,9999-01-01,d003,Human Resources
271034,Billie,Delaune,Engineer,9999-01-01,d006,Quality Management
271039,Cedric,Colorni,Senior Engineer,9999-01-01,d005,Development
271054,Fayez,Schrooten,Senior Staff,9999-01-01,d003,Human Resources
271109,Vincent,Bednarek,Engineer,9999-01-01,d005,Development
271117,LiMin,Gulik,Senior Staff,9999-01-01,d009,Customer Service
271135,Chinho,Brattka,Senior Staff,9999-01-01,d001,Marketing
271166,Zsolt,Chachaty,Staff,9999-01-01,d002,Finance
271210,Lokesh,VanScheik,Senior Engineer,9999-01-01,d005,Development
271232,Ingmar,Demian,Senior Engineer,9999-01-01,d005,Development
271243,Tsutomu,Provine,Senior Engineer,9999-01-01,d004,Production
271268,Shietung,Rajcani,Senior Engineer,9999-01-01,d005,Development
271305,Lena,Zolotykh,Engineer,9999-01-01,d004,Production
271350,JoAnna,Strooper,Senior Staff,9999-01-01,d008,Research
271436,Fei,Cummings,Engineer,9999-01-01,d004,Production
271451,Bluma,Leijenhorst,Senior Staff,9999-01-01,d007,Sales
271462,Gonzalo,Conte,Staff,9999-01-01,d008,Research
271469,Martien,Bisiani,Senior Staff,9999-01-01,d002,Finance
271477,Naftali,Whittlesey,Senior Engineer,9999-01-01,d005,Development
271493,Ulises,Jullig,Senior Engineer,9999-01-01,d006,Quality Management
271536,Luisa,Henders,Senior Engineer,9999-01-01,d005,Development
271549,Bartek,Schauser,Senior Staff,9999-01-01,d008,Research
271561,Xiahua,Taubenfeld,Engineer,9999-01-01,d005,Development
271579,Mechthild,Luan,Engineer,9999-01-01,d004,Production
271592,Mansur,Swiss,Senior Staff,9999-01-01,d007,Sales
271602,Troy,Baak,Technique Leader,9999-01-01,d004,Production
271603,Szabolcs,Carrere,Senior Staff,9999-01-01,d003,Human Resources
271604,Phillip,Bael,Senior Engineer,9999-01-01,d004,Production
271605,Demin,Yemenis,Technique Leader,9999-01-01,d005,Development
271620,Tiina,Honiden,Senior Engineer,9999-01-01,d005,Development
271633,Venkatesan,Segond,Senior Staff,9999-01-01,d008,Research
271638,Jungsoon,Plavsic,Senior Engineer,9999-01-01,d004,Production
271644,Pranav,Peroz,Senior Engineer,9999-01-01,d005,Development
271653,Feixiong,McAlpine,Senior Staff,9999-01-01,d003,Human Resources
271736,Anestis,Uhrig,Senior Staff,9999-01-01,d001,Marketing
271803,Tru,Dichev,Senior Staff,9999-01-01,d007,Sales
271831,Akhilish,Bratsberg,Senior Engineer,9999-01-01,d006,Quality Management
271837,Narain,Szmurlo,Staff,9999-01-01,d009,Customer Service
271863,Moheb,Trachtenberg,Senior Engineer,9999-01-01,d004,Production
271884,Mandell,Cochrane,Senior Engineer,9999-01-01,d005,Development
271890,Weiyi,Redmiles,Senior Engineer,9999-01-01,d005,Development
271933,Arnould,Ducloy,Staff,9999-01-01,d009,Customer Service
271972,Teruyuki,Baig,Senior Engineer,9999-01-01,d004,Production
271973,Mototsugu,Iwayama,Senior Engineer,9999-01-01,d006,Quality Management
271976,Mary,Kuhnemann,Senior Staff,9999-01-01,d009,Customer Service
272065,Jinxi,Terlouw,Senior Engineer,9999-01-01,d005,Development
272080,Masoud,Snedden,Engineer,9999-01-01,d004,Production
272093,Boalin,Alpin,Senior Engineer,9999-01-01,d004,Production
272096,Geoffrey,Veevers,Senior Staff,9999-01-01,d009,Customer Service
272105,Vasiliy,Mahmud,Senior Staff,9999-01-01,d003,Human Resources
272118,Shigehiro,Ertl,Senior Engineer,9999-01-01,d005,Development
272129,Ulf,Jonsson,Senior Engineer,9999-01-01,d005,Development
272144,Cheong,Scharstein,Technique Leader,9999-01-01,d004,Production
272145,Gretta,Homond,Senior Engineer,9999-01-01,d004,Production
272161,Reinhold,Orlowska,Senior Staff,9999-01-01,d007,Sales
272203,Somnath,Pardalos,Senior Staff,9999-01-01,d009,Customer Service
272219,Anoosh,Barinka,Senior Engineer,9999-01-01,d004,Production
272239,Weiwu,Falster,Technique Leader,9999-01-01,d005,Development
272273,Pragnesh,Siepmann,Senior Engineer,9999-01-01,d004,Production
272332,Mang,Schwartzburd,Senior Staff,9999-01-01,d007,Sales
272344,Mamdouh,Vesna,Senior Staff,9999-01-01,d007,Sales
272349,Slavian,Standera,Senior Engineer,9999-01-01,d006,Quality Management
272413,Nidapan,Candan,Senior Staff,9999-01-01,d003,Human Resources
272418,Golgen,Versino,Senior Staff,9999-01-01,d007,Sales
272433,Nobuyoshi,Lamba,Senior Staff,9999-01-01,d007,Sales
272494,Yoshimitsu,Murrill,Senior Staff,9999-01-01,d007,Sales
272500,Mani,Carrere,Senior Staff,9999-01-01,d007,Sales
272537,Zongyan,Bamford,Senior Staff,9999-01-01,d007,Sales
272545,Kasturi,Rando,Senior Staff,9999-01-01,d003,Human Resources
272550,Katsuyuki,Cmelik,Technique Leader,9999-01-01,d005,Development
272552,Tetsurou,Azadmanesh,Engineer,9999-01-01,d004,Production
272553,Maia,Wegerle,Senior Staff,9999-01-01,d007,Sales
272577,Mark,Glinert,Senior Engineer,9999-01-01,d005,Development
272598,Subhankar,Marrakchi,Staff,9999-01-01,d002,Finance
272604,Xiaoheng,Belinskaya,Staff,9999-01-01,d009,Customer Service
272625,Hitomi,Roccetti,Senior Staff,9999-01-01,d007,Sales
272626,Sashi,Pena,Senior Engineer,9999-01-01,d004,Production
272648,Jungsoon,Belinskaya,Engineer,9999-01-01,d005,Development
272691,Nectarios,Usery,Senior Staff,9999-01-01,d008,Research
272695,Wuxu,Heystek,Senior Staff,9999-01-01,d008,Research
272700,Shahab,Gilg,Staff,9999-01-01,d009,Customer Service
272725,Lalit,Thiria,Senior Staff,9999-01-01,d009,Customer Service
272729,Weicheng,McClurg,Senior Staff,9999-01-01,d003,Human Resources
272769,Shaunak,Huxford,Senior Staff,9999-01-01,d007,Sales
272832,Nahid,Zizka,Engineer,9999-01-01,d005,Development
272855,Rosalyn,Ecklund,Senior Staff,9999-01-01,d002,Finance
272857,Yuqun,Theuretzbacher,Senior Engineer,9999-01-01,d005,Development
272859,Sachin,Plavsic,Senior Engineer,9999-01-01,d004,Production
272863,Mang,Hockney,Senior Engineer,9999-01-01,d004,Production
272876,Aamer,Standera,Senior Staff,9999-01-01,d009,Customer Service
272897,Gila,Erde,Senior Staff,9999-01-01,d007,Sales
272945,Tran,Mayerwieser,Senior Engineer,9999-01-01,d004,Production
272958,Marc,Chepyzhov,Senior Engineer,9999-01-01,d005,Development
272961,Prodip,Danner,Senior Staff,9999-01-01,d009,Customer Service
272963,Berthier,Berztiss,Senior Engineer,9999-01-01,d005,Development
272972,Rafael,Conia,Engineer,9999-01-01,d006,Quality Management
273003,Pantung,Rotem,Senior Staff,9999-01-01,d009,Customer Service
273012,Boutros,Marrevee,Technique Leader,9999-01-01,d005,Development
273023,Masasuke,Francisci,Senior Engineer,9999-01-01,d004,Production
273033,Caolyn,Argence,Senior Engineer,9999-01-01,d005,Development
273052,Lihong,Gajiwala,Assistant Engineer,9999-01-01,d004,Production
273092,Snehasis,Hoogerwoord,Senior Engineer,9999-01-01,d004,Production
273095,Souichi,dAstous,Senior Staff,9999-01-01,d002,Finance
273097,Fumiya,Hoppenstand,Engineer,9999-01-01,d005,Development
273129,Sumant,Whitcomb,Senior Staff,9999-01-01,d007,Sales
273157,Maik,Valtorta,Senior Staff,9999-01-01,d003,Human Resources
273158,Kristinn,McClurg,Senior Engineer,9999-01-01,d005,Development
273218,Adel,Picci,Staff,9999-01-01,d007,Sales
273235,Ramya,Ernst,Senior Staff,9999-01-01,d002,Finance
273291,Dante,Cullers,Staff,9999-01-01,d003,Human Resources
273325,Shir,Rohrbach,Senior Staff,9999-01-01,d007,Sales
273399,Shalesh,Lovengreen,Senior Engineer,9999-01-01,d004,Production
273435,Becky,Serov,Senior Staff,9999-01-01,d002,Finance
273475,Peternela,Baig,Engineer,9999-01-01,d005,Development
273561,Susanne,McAffer,Senior Engineer,9999-01-01,d005,Development
273568,Mizuhito,Kilgore,Senior Staff,9999-01-01,d007,Sales
273579,Dhritiman,Salvesen,Technique Leader,9999-01-01,d004,Production
273631,Richara,Perfilyeva,Staff,9999-01-01,d007,Sales
273638,Chikara,Farrar,Engineer,9999-01-01,d004,Production
273659,Toshimo,Smailagic,Senior Staff,9999-01-01,d003,Human Resources
273661,Alper,Heijenga,Engineer,9999-01-01,d006,Quality Management
273663,Bartek,Ananiadou,Senior Staff,9999-01-01,d001,Marketing
273701,Bernardo,Chartres,Senior Engineer,9999-01-01,d004,Production
273703,Youpyo,Schach,Senior Staff,9999-01-01,d003,Human Resources
273705,Susanne,Stroustrup,Senior Staff,9999-01-01,d009,Customer Service
273754,Kristin,Chartres,Staff,9999-01-01,d007,Sales
273763,Karoline,Sgarro,Senior Staff,9999-01-01,d007,Sales
273798,Katsuo,Gyimothy,Senior Engineer,9999-01-01,d005,Development
273822,Mana,Roison,Senior Engineer,9999-01-01,d006,Quality Management
273823,Kolar,Salinas,Senior Staff,9999-01-01,d003,Human Resources
273829,Marsja,Murtafg,Senior Engineer,9999-01-01,d005,Development
273831,Kousuke,Farrar,Senior Staff,9999-01-01,d009,Customer Service
273843,Arvin,Beetstra,Senior Engineer,9999-01-01,d004,Production
273861,Honesty,Emmart,Senior Engineer,9999-01-01,d005,Development
273875,Danny,Rande,Technique Leader,9999-01-01,d006,Quality Management
273881,Stamatina,Klerer,Technique Leader,9999-01-01,d005,Development
273925,Bilhanan,Cheshire,Senior Staff,9999-01-01,d001,Marketing
273952,Nahla,Braccini,Technique Leader,9999-01-01,d005,Development
273958,Jiafu,Klerer,Technique Leader,9999-01-01,d004,Production
273972,Danae,Conta,Senior Engineer,9999-01-01,d004,Production
273975,Fayez,Koyama,Senior Engineer,9999-01-01,d005,Development
273978,Huican,Chenoweth,Senior Staff,9999-01-01,d007,Sales
273982,Jeanne,Stassinopoulos,Technique Leader,9999-01-01,d005,Development
273997,Yechiam,Braunschweig,Senior Staff,9999-01-01,d007,Sales
274002,Taisook,Milicia,Staff,9999-01-01,d002,Finance
274011,Breannda,Mawatari,Senior Staff,9999-01-01,d003,Human Resources
274066,Navin,Aloisi,Senior Staff,9999-01-01,d003,Human Resources
274068,Yuuichi,Arlazarov,Senior Staff,9999-01-01,d007,Sales
274078,IEEE,Moffat,Senior Engineer,9999-01-01,d004,Production
274083,Aram,Paciorek,Senior Engineer,9999-01-01,d005,Development
274084,Bernice,Luon,Senior Engineer,9999-01-01,d005,Development
274085,Bader,Schmezko,Senior Engineer,9999-01-01,d004,Production
274090,Franziska,Peng,Senior Staff,9999-01-01,d002,Finance
274110,Mahendra,Schapire,Staff,9999-01-01,d007,Sales
274118,Kinh,Srimani,Senior Staff,9999-01-01,d008,Research
274119,Hugo,Narwekar,Engineer,9999-01-01,d005,Development
274161,True,Szilard,Senior Staff,9999-01-01,d008,Research
274181,Yechezkel,Fortenbacher,Senior Staff,9999-01-01,d007,Sales
274183,Giap,Erdi,Senior Staff,9999-01-01,d008,Research
274197,Geoffrey,Randi,Senior Staff,9999-01-01,d007,Sales
274202,Guoxiang,Christ,Senior Engineer,9999-01-01,d005,Development
274239,Juyoung,Borovoy,Senior Staff,9999-01-01,d001,Marketing
274245,Jaroslava,Baalen,Staff,9999-01-01,d008,Research
274251,Heon,Kadhim,Senior Staff,9999-01-01,d001,Marketing
274268,Goo,Keirsey,Senior Staff,9999-01-01,d002,Finance
274269,Macha,Nitto,Senior Engineer,9999-01-01,d004,Production
274278,Horward,Oberman,Engineer,9999-01-01,d005,Development
274279,Spyrose,Grandbois,Staff,9999-01-01,d007,Sales
274283,Takahira,Sherertz,Staff,9999-01-01,d002,Finance
274303,Val,Gustavson,Engineer,9999-01-01,d004,Production
274308,Ramalingam,Lieberherr,Engineer,9999-01-01,d004,Production
274333,Ramya,Kampfer,Senior Engineer,9999-01-01,d006,Quality Management
274344,Uzi,Millington,Senior Staff,9999-01-01,d003,Human Resources
274346,Sadun,Plessier,Senior Engineer,9999-01-01,d004,Production
274371,Genki,Delaune,Senior Staff,9999-01-01,d002,Finance
274372,Herbert,Atrawala,Senior Engineer,9999-01-01,d006,Quality Management
274489,Dhritiman,Gulak,Technique Leader,9999-01-01,d004,Production
274492,Malu,Zeilberger,Senior Staff,9999-01-01,d007,Sales
274503,Weicheng,Lunt,Senior Staff,9999-01-01,d007,Sales
274508,Rosli,Vickson,Senior Staff,9999-01-01,d007,Sales
274519,Remmert,Farrel,Senior Staff,9999-01-01,d007,Sales
274543,Teruyuki,Marrakchi,Senior Staff,9999-01-01,d007,Sales
274550,Bezalel,Frolund,Senior Engineer,9999-01-01,d004,Production
274554,Sakthirel,Rattan,Senior Engineer,9999-01-01,d005,Development
274690,Wuxu,Paludetto,Staff,9999-01-01,d003,Human Resources
274710,Arfst,Lubachevsky,Senior Staff,9999-01-01,d007,Sales
274721,Magdalena,Strooper,Technique Leader,9999-01-01,d004,Production
274746,Taegyun,Slutz,Senior Engineer,9999-01-01,d004,Production
274749,Luisa,Danner,Staff,9999-01-01,d009,Customer Service
274760,Goh,Prampolini,Senior Engineer,9999-01-01,d004,Production
274761,Jianwen,Milicia,Senior Engineer,9999-01-01,d005,Development
274772,Palash,Busillo,Senior Staff,9999-01-01,d009,Customer Service
274794,Nitsan,Hertweck,Engineer,9999-01-01,d004,Production
274795,Sukumar,Baca,Senior Staff,9999-01-01,d003,Human Resources
274842,Phillip,Dredge,Technique Leader,9999-01-01,d004,Production
274856,Fayez,Weedman,Staff,9999-01-01,d007,Sales
274872,Przemyslawa,Sessa,Senior Engineer,9999-01-01,d004,Production
274896,Kazuyasu,Snedden,Senior Staff,9999-01-01,d007,Sales
274898,Qiwen,Deyuan,Senior Engineer,9999-01-01,d004,Production
274907,Weiwu,Msuda,Senior Staff,9999-01-01,d002,Finance
274910,Parke,Braccini,Senior Staff,9999-01-01,d007,Sales
274913,Dmitry,Ishibashi,Senior Engineer,9999-01-01,d006,Quality Management
274930,Vojin,Steinauer,Engineer,9999-01-01,d005,Development
274945,Stein,Barriga,Engineer,9999-01-01,d004,Production
274976,Godehard,Otillio,Senior Engineer,9999-01-01,d005,Development
274983,Shahab,Gecsel,Senior Engineer,9999-01-01,d005,Development
275001,Katsuo,Mitina,Senior Staff,9999-01-01,d007,Sales
275002,Hercules,Yurek,Engineer,9999-01-01,d004,Production
275020,Valeri,Danley,Senior Staff,9999-01-01,d007,Sales
275036,Sachin,Erez,Senior Engineer,9999-01-01,d004,Production
275037,Dmitry,Spelt,Senior Staff,9999-01-01,d007,Sales
275042,Filipe,Gide,Staff,9999-01-01,d008,Research
275043,Haldon,Coors,Senior Staff,9999-01-01,d008,Research
275054,Girolamo,Butterworth,Senior Engineer,9999-01-01,d004,Production
275076,Foong,Barbanera,Senior Staff,9999-01-01,d008,Research
275099,Saeed,Dalton,Senior Engineer,9999-01-01,d005,Development
275102,Mabry,Shiratori,Engineer,9999-01-01,d004,Production
275106,Unal,Muhling,Senior Engineer,9999-01-01,d004,Production
275126,Abdelkader,Dichev,Senior Staff,9999-01-01,d003,Human Resources
275189,Sachar,Katzenelson,Engineer,9999-01-01,d004,Production
275194,Doowon,Shobatake,Senior Engineer,9999-01-01,d005,Development
275200,Lucian,Angel,Senior Staff,9999-01-01,d007,Sales
275211,Mong,Veccia,Staff,9999-01-01,d007,Sales
275214,Tran,Besancenot,Senior Engineer,9999-01-01,d005,Development
275225,Mong,Luce,Staff,9999-01-01,d007,Sales
275228,Jenwei,Huxford,Senior Engineer,9999-01-01,d005,Development
275236,Marsja,Pepe,Senior Staff,9999-01-01,d001,Marketing
275256,Gudjon,Emmart,Senior Engineer,9999-01-01,d005,Development
275269,Sahrah,Jullig,Senior Engineer,9999-01-01,d005,Development
275270,Mountaz,Hettesheimer,Technique Leader,9999-01-01,d005,Development
275319,Mani,Vadhan,Staff,9999-01-01,d007,Sales
275359,Fabrizio,Suri,Senior Staff,9999-01-01,d007,Sales
275369,Pohua,Kermarrec,Senior Staff,9999-01-01,d007,Sales
275411,Feixiong,Horswill,Senior Staff,9999-01-01,d007,Sales
275429,Lansing,Pietracaprina,Engineer,9999-01-01,d004,Production
275435,Fumiya,Gluchowski,Senior Staff,9999-01-01,d001,Marketing
275447,Denny,Begiun,Senior Engineer,9999-01-01,d004,Production
275448,Yongqiao,Felder,Senior Staff,9999-01-01,d007,Sales
275453,Aemilian,Hegner,Senior Staff,9999-01-01,d008,Research
275458,Gonzalo,Barbanera,Senior Staff,9999-01-01,d008,Research
275501,Khun,Poupard,Engineer,9999-01-01,d004,Production
275502,Hailing,Muntz,Senior Staff,9999-01-01,d007,Sales
275510,Berry,Murthy,Senior Engineer,9999-01-01,d006,Quality Management
275516,Mang,Taubman,Senior Staff,9999-01-01,d003,Human Resources
275549,LiMin,Usdin,Senior Engineer,9999-01-01,d004,Production
275568,Uwe,Bottner,Senior Engineer,9999-01-01,d006,Quality Management
275577,Shaz,Benveniste,Assistant Engineer,9999-01-01,d005,Development
275603,Siddarth,Rehfuss,Senior Engineer,9999-01-01,d004,Production
275643,Premsyl,Setiz,Senior Staff,9999-01-01,d007,Sales
275678,Josyula,Luit,Technique Leader,9999-01-01,d005,Development
275689,Nevio,McDermid,Senior Engineer,9999-01-01,d005,Development
275700,Jacopo,Henseler,Senior Staff,9999-01-01,d002,Finance
275703,Panayotis,Unni,Senior Engineer,9999-01-01,d005,Development
275710,Abdelwaheb,Hofmeyr,Senior Staff,9999-01-01,d008,Research
275719,Licheng,Nollmann,Senior Staff,9999-01-01,d003,Human Resources
275741,Anoosh,Riefers,Senior Staff,9999-01-01,d003,Human Resources
275747,Heping,Bruckman,Technique Leader,9999-01-01,d005,Development
275757,Foong,Peron,Senior Engineer,9999-01-01,d005,Development
275762,Hugh,Brlek,Senior Staff,9999-01-01,d002,Finance
275792,Martine,Camarinopoulos,Senior Engineer,9999-01-01,d005,Development
275814,Hilary,Jording,Technique Leader,9999-01-01,d004,Production
275816,Rosalyn,Kavvadias,Senior Staff,9999-01-01,d003,Human Resources
275821,Petter,Ghelli,Engineer,9999-01-01,d005,Development
275837,Claude,Colorni,Senior Engineer,9999-01-01,d005,Development
275907,Dekang,Birch,Senior Engineer,9999-01-01,d006,Quality Management
275908,Bodo,Ratnaker,Senior Engineer,9999-01-01,d005,Development
275928,Manu,Braunmuhl,Senior Staff,9999-01-01,d003,Human Resources
275931,Manibrata,Dolinsky,Senior Engineer,9999-01-01,d004,Production
275940,Gadiel,Setlzner,Staff,9999-01-01,d001,Marketing
275944,Janche,Leonhardt,Senior Engineer,9999-01-01,d004,Production
275978,Ramalingam,Kalefeld,Senior Staff,9999-01-01,d008,Research
275990,Yakichi,Facello,Senior Engineer,9999-01-01,d005,Development
275991,Tzu,Staudhammer,Senior Engineer,9999-01-01,d004,Production
276019,Abdulla,Erev,Senior Staff,9999-01-01,d008,Research
276033,Vesna,Milicia,Staff,9999-01-01,d003,Human Resources
276044,Atreye,Whitcomb,Senior Engineer,9999-01-01,d005,Development
276048,Xiadong,Zucker,Staff,9999-01-01,d002,Finance
276058,Shiv,Tchuente,Engineer,9999-01-01,d005,Development
276073,Hailing,Selenyi,Senior Engineer,9999-01-01,d005,Development
276087,Baziley,Schieder,Senior Staff,9999-01-01,d007,Sales
276089,Achilleas,Goldhammer,Senior Engineer,9999-01-01,d005,Development
276112,Halsur,Swist,Senior Engineer,9999-01-01,d005,Development
276114,Moni,Zuberek,Engineer,9999-01-01,d004,Production
276120,Kazuhito,Peris,Senior Engineer,9999-01-01,d005,Development
276268,Souichi,Cmelik,Staff,9999-01-01,d009,Customer Service
276271,Masaki,Lamparter,Senior Staff,9999-01-01,d002,Finance
